Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2007-01-02,15.199999809265137,15.56999969482422,15.149999618530272,15.300000190734863,7.584139347076416,1053800,0.0,0.0
2007-01-03,15.300000190734863,15.56999969482422,15.300000190734863,15.300000190734863,7.584139347076416,1365800,0.0,0.0
2007-01-04,15.25,15.390000343322754,15.100000381469728,15.300000190734863,7.584139347076416,841100,0.0,0.0
2007-01-05,15.279999732971191,15.56999969482422,14.359999656677246,14.359999656677246,7.118186950683594,2839900,0.0,0.0
2007-01-08,14.640000343322754,14.729999542236328,14.239999771118164,14.579999923706056,7.227240085601807,1771300,0.0,0.0
2007-01-09,14.75,14.899999618530272,14.050000190734863,14.239999771118164,7.05870246887207,2196800,0.0,0.0
2007-01-10,13.899999618530272,14.25,13.880000114440918,14.25,7.06365966796875,1667500,0.0,0.0
2007-01-11,15.09000015258789,15.100000381469728,14.31999969482422,15.029999732971191,7.450302124023437,2472600,0.0,0.0
2007-01-12,15.039999961853027,15.489999771118164,15.039999961853027,15.350000381469728,7.6089253425598145,3292200,0.0,0.0
2007-01-15,15.399999618530272,15.5,14.989999771118164,15.119999885559082,7.494914054870605,684600,0.0,0.0
2007-01-16,15.15999984741211,15.550000190734863,15.079999923706056,15.510000228881836,7.688236236572266,2320200,0.0,0.0
2007-01-17,15.449999809265137,15.93000030517578,15.199999809265137,15.850000381469728,7.856772899627685,3167500,0.0,0.0
2007-01-18,15.850000381469728,16.440000534057617,15.75,16.25,8.05505084991455,2370900,0.0,0.0
2007-01-19,16.329999923706055,16.450000762939453,15.90999984741211,16.049999237060547,7.955912590026855,2360900,0.0,0.0
2007-01-22,16.09000015258789,16.170000076293945,15.649999618530272,16.0,7.931126594543457,1478300,0.0,0.0
2007-01-23,15.90999984741211,16.149999618530273,15.800000190734863,15.9399995803833,7.901384830474853,1001000,0.0,0.0
2007-01-24,15.949999809265137,16.15999984741211,15.890000343322754,16.049999237060547,7.955912590026855,748700,0.0,0.0
2007-01-25,15.899999618530272,15.90999984741211,15.5,15.619999885559082,7.742763519287109,943300,0.0,0.0
2007-01-26,15.68000030517578,15.68000030517578,15.130000114440918,15.25,7.559356212615967,2284300,0.0,0.0
2007-01-29,15.300000190734863,15.600000381469728,15.15999984741211,15.420000076293944,7.6436238288879395,1485300,0.0,0.0
2007-01-30,15.300000190734863,15.5600004196167,15.199999809265137,15.529999732971191,7.69814920425415,1207100,0.0,0.0
2007-01-31,15.600000381469728,15.75,15.40999984741211,15.600000381469728,7.732848644256592,815800,0.0,0.0
2007-02-01,15.4399995803833,15.760000228881836,15.4399995803833,15.609999656677246,7.737806797027588,938400,0.0,0.0
2007-02-02,15.65999984741211,16.010000228881836,15.579999923706056,16.010000228881836,7.936083316802978,995100,0.0,0.0
2007-02-05,16.020000457763672,16.100000381469727,15.600000381469728,15.68000030517578,7.772505283355713,948300,0.0,0.0
2007-02-06,15.289999961853027,15.710000038146973,15.029999732971191,15.100000381469728,7.485000610351562,1771400,0.0,0.0
2007-02-07,15.199999809265137,15.369999885559082,15.0,15.369999885559082,7.618838787078857,927900,0.0,0.0
2007-02-08,15.449999809265137,15.479999542236328,14.739999771118164,14.800000190734863,7.336292266845703,1226800,0.0,0.0
2007-02-09,15.039999961853027,15.100000381469728,14.5,14.59000015258789,7.23219633102417,1377800,0.0,0.0
2007-02-12,14.699999809265137,15.039999961853027,14.5,15.039999961853027,7.455258846282959,1309100,0.0,0.0
2007-02-13,15.039999961853027,15.300000190734863,14.760000228881836,15.279999732971191,7.574225902557373,1319600,0.0,0.0
2007-02-14,15.25,15.350000381469728,14.949999809265137,14.979999542236328,7.4255170822143555,1093200,0.0,0.0
2007-02-15,15.0,15.06999969482422,14.800000190734863,14.9399995803833,7.405690193176269,753200,0.0,0.0
2007-02-16,14.949999809265137,15.199999809265137,14.81999969482422,15.0,7.435431480407715,532300,0.0,0.0
2007-02-19,15.0600004196167,15.3100004196167,15.039999961853027,15.199999809265137,7.534570217132568,1133400,0.0,0.0
2007-02-20,14.949999809265137,15.15999984741211,14.5,14.949999809265137,7.410647392272949,1197500,0.0,0.0
2007-02-21,14.9399995803833,14.960000038146973,14.359999656677246,14.770000457763672,7.321422100067139,1460900,0.0,0.0
2007-02-22,14.279999732971191,14.34000015258789,13.699999809265137,13.699999809265137,6.791026592254639,1475300,0.0,0.0
2007-02-23,13.789999961853027,13.979999542236328,13.600000381469728,13.779999732971191,6.830682277679443,2751900,0.0,0.0
2007-02-26,13.510000228881836,14.25,13.359999656677246,13.920000076293944,6.900081634521484,1412200,0.0,0.0
2007-02-27,13.56999969482422,14.09000015258789,13.010000228881836,13.010000228881836,6.448997974395752,2008000,0.0,0.0
2007-02-28,12.9399995803833,13.25,12.800000190734863,13.050000190734863,6.468826770782471,1064100,0.0,0.0
2007-03-01,13.300000190734863,13.75,13.279999732971191,13.75,6.815812587738037,1830500,0.0,0.0
2007-03-02,13.699999809265137,13.699999809265137,13.100000381469728,13.199999809265137,6.543179035186768,1124600,0.0,0.0
2007-03-05,13.359999656677246,13.5,13.350000381469728,13.350000381469728,6.617533683776856,566000,0.0,0.0
2007-03-06,13.40999984741211,13.75,13.399999618530272,13.699999809265137,6.791026592254639,568900,0.0,0.0
2007-03-07,13.670000076293944,14.100000381469728,13.65999984741211,14.0,6.939736366271973,897500,0.0,0.0
2007-03-08,13.850000381469728,13.949999809265137,13.199999809265137,13.199999809265137,6.543179035186768,1731800,0.0,0.0
2007-03-09,13.220000267028809,13.850000381469728,13.199999809265137,13.609999656677246,6.746415138244629,1307300,0.0,0.0
2007-03-12,13.779999732971191,13.84000015258789,13.34000015258789,13.59000015258789,6.736501216888428,1683800,0.0,0.0
2007-03-13,13.550000190734863,13.800000190734863,13.489999771118164,13.68000030517578,6.781113624572754,1525300,0.0,0.0
2007-03-14,15.010000228881836,15.90999984741211,14.800000190734863,15.850000381469728,7.856772899627685,8822700,0.0,0.0
2007-03-15,15.729999542236328,16.690000534057617,15.399999618530272,16.200000762939453,8.030266761779785,3897600,0.0,0.0
2007-03-16,16.260000228881836,16.459999084472656,15.93000030517578,16.299999237060547,8.079835891723633,1911300,0.0,0.0
2007-03-19,16.31999969482422,16.399999618530273,16.06999969482422,16.299999237060547,8.079835891723633,3177500,0.0,0.0
2007-03-20,16.149999618530273,16.309999465942383,16.100000381469727,16.200000762939453,8.030266761779785,1651500,0.0,0.0
2007-03-21,16.200000762939453,16.389999389648438,16.06999969482422,16.389999389648438,8.1244478225708,1511200,0.0,0.0
2007-03-22,16.350000381469727,16.350000381469727,15.949999809265137,15.949999809265137,7.906341552734375,2011000,0.0,0.0
2007-03-23,15.75,15.800000190734863,15.270000457763672,15.390000343322754,7.6287522315979,1646600,0.0,0.0
2007-03-26,15.40999984741211,15.5,14.979999542236328,15.300000190734863,7.663319587707519,1520900,0.159017,0.0
2007-03-27,15.130000114440918,15.65999984741211,15.010000228881836,15.210000038146973,7.61824369430542,1496700,0.0,0.0
2007-03-28,15.210000038146973,15.300000190734863,14.949999809265137,15.079999923706056,7.55312967300415,1256200,0.0,0.0
2007-03-29,15.399999618530272,15.65999984741211,15.18000030517578,15.65999984741211,7.843636035919189,1934000,0.0,0.0
2007-03-30,15.699999809265137,15.970000267028809,15.649999618530272,15.699999809265137,7.863670349121094,724000,0.0,0.0
