Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2007-01-02,538.5,548.5,537.0,543.0,402.64849853515625,855096,0.0,0.0
2007-01-03,548.0,548.5,542.9600219726562,545.0,404.1315612792969,1051200,0.0,0.0
2007-01-04,545.0,548.5,535.0,540.0,400.4239807128906,504603,0.0,0.0
2007-01-05,545.0,548.0,535.0,541.0,401.1654357910156,363045,0.0,0.0
2007-01-08,540.0,543.0,530.0,530.0,393.0085754394531,107003,0.0,0.0
2007-01-09,538.0,540.0,528.0,528.5,391.8963623046875,143555,0.0,0.0
2007-01-10,530.5,530.5,521.1900024414062,522.5,387.4472351074219,383315,0.0,0.0
2007-01-11,524.0,524.0,502.0,521.0,386.3348388671875,936785,0.0,0.0
2007-01-12,522.0,522.0,507.0,516.0,382.6272583007813,357069,0.0,0.0
2007-01-15,518.0,520.0,511.5,518.5,384.4810791015625,429164,0.0,0.0
2007-01-16,518.0,528.0,517.0,522.5,387.4472351074219,1677744,0.0,0.0
2007-01-17,528.5,528.5,507.0,510.0,378.1781311035156,368396,0.0,0.0
2007-01-18,520.5,520.5,520.5,520.5,385.9641418457031,683675,0.0,0.0
2007-01-19,519.0,526.0,513.0,515.0,381.8857727050781,986514,0.0,0.0
2007-01-22,518.0,518.0,510.0,512.0,379.6611633300781,374401,0.0,0.0
2007-01-23,515.0,515.0,507.0,509.5,377.807373046875,269081,0.0,0.0
2007-01-24,514.0,517.0,509.5,512.0,379.6611633300781,656004,0.0,0.0
2007-01-25,513.0,515.5,509.0,512.0,379.6611633300781,908955,0.0,0.0
2007-01-26,505.0,517.0,505.0,516.5,382.998046875,464631,0.0,0.0
2007-01-29,517.5,520.0,512.8410034179688,517.5,383.7395935058594,424519,0.0,0.0
2007-01-30,518.0,520.0,512.5,514.0,381.1442260742188,906201,0.0,0.0
2007-01-31,508.0,514.0,498.4500122070313,500.0,370.7628479003906,1034331,0.0,0.0
2007-02-01,507.5,508.5,495.0,497.0,368.538330078125,672953,0.0,0.0
2007-02-02,500.0,517.0,498.2510070800781,512.0,379.6611633300781,582721,0.0,0.0
2007-02-05,510.0,518.0,509.0,515.0,381.8857727050781,942780,0.0,0.0
2007-02-06,518.5,525.0,510.5,525.0,389.301025390625,694922,0.0,0.0
2007-02-07,517.0,528.0,517.0,527.5,391.1548461914063,288095,0.0,0.0
2007-02-08,528.0,528.0,517.0,519.0,384.8518371582031,957953,0.0,0.0
2007-02-09,525.5,542.0,524.0,536.0,397.457763671875,971323,0.0,0.0
2007-02-12,530.0,538.6500244140625,525.5,531.5,394.1209411621094,586655,0.0,0.0
2007-02-13,532.0,535.5,530.0,535.0,396.7161865234375,541825,0.0,0.0
2007-02-14,540.0,545.0,535.5,541.5,401.5362243652344,1053576,0.0,0.0
2007-02-15,544.0,546.5,537.5,545.0,404.1315612792969,498780,0.0,0.0
2007-02-16,545.5,549.0,544.72802734375,549.0,407.09765625,574324,0.0,0.0
2007-02-19,546.0,554.5,544.0,552.5,409.6929321289063,386408,0.0,0.0
2007-02-20,544.0,554.5,544.0,553.0,410.0637817382813,2625412,0.0,0.0
2007-02-21,555.0,561.5,548.5,552.0,409.3222351074219,1839420,0.0,0.0
2007-02-22,552.5,555.0,550.0,554.0,410.8052673339844,1255901,0.0,0.0
2007-02-23,557.0,557.0,550.5,554.5,411.1759338378906,399868,0.0,0.0
2007-02-26,552.5,553.385009765625,546.5,547.5,405.98541259765625,274215,0.0,0.0
2007-02-27,550.0,550.5,525.5,526.0,390.0426025390625,2462397,0.0,0.0
2007-02-28,525.0,525.0,504.5,516.0,382.6272583007813,900283,0.0,0.0
2007-03-01,521.5,525.0,509.0,509.5,377.807373046875,591249,0.0,0.0
2007-03-02,517.5,523.0,511.0,518.0,384.1103515625,869180,0.0,0.0
2007-03-05,514.0,514.0,484.0,494.0,366.3136596679688,1167583,0.0,0.0
2007-03-06,500.0,508.6300048828125,484.5,507.0,375.9534912109375,443994,0.0,0.0
2007-03-07,511.0,522.0,510.0,521.5,386.7056274414063,443253,0.0,0.0
2007-03-08,512.0,523.0,510.0,512.5,380.0319519042969,486877,0.0,0.0
2007-03-09,517.5,518.5,505.0,515.0,381.8857727050781,734157,0.0,0.0
2007-03-12,520.0,522.5,505.0,508.5,377.06585693359375,225618,0.0,0.0
2007-03-13,516.0,518.0,500.0,500.0,370.7628479003906,394082,0.0,0.0
2007-03-14,492.0,498.0,475.0,488.0,363.0772705078125,604146,1.67,0.0
2007-03-15,497.5,533.0,496.0,508.0,377.95751953125,1151694,0.0,0.0
2007-03-16,505.0,511.5,495.0,505.0,375.725341796875,536476,0.0,0.0
2007-03-19,510.0,512.0,500.0,508.0,377.95751953125,408434,0.0,0.0
2007-03-20,512.0,512.0,499.0,509.0,378.7015075683594,459463,0.0,0.0
2007-03-21,510.0,510.0,499.0,504.0,374.9814147949219,984546,0.0,0.0
2007-03-22,510.0,533.0,507.0,531.5,395.4417419433594,1004411,0.0,0.0
2007-03-23,533.0,536.5,525.0,531.0,395.0697021484375,534487,0.0,0.0
2007-03-26,535.0,535.5,525.0,525.5,390.9775695800781,389474,0.0,0.0
2007-03-27,525.0,533.0,520.5,524.5,390.2336120605469,439031,0.0,0.0
2007-03-28,527.0,529.5,513.5,513.5,382.0494995117188,635132,0.0,0.0
2007-03-29,520.0,525.0,511.0,522.0,388.3736572265625,451676,0.0,0.0
2007-03-30,516.5,519.5,511.5,519.0,386.14154052734375,500791,0.0,0.0
2007-04-02,520.0,527.5,517.0,523.5,389.4896545410156,358741,0.0,0.0
2007-04-03,528.0,529.5,515.5,524.5,390.2336120605469,404196,0.0,0.0
2007-04-04,530.0,530.0,519.5,526.0,391.3497009277344,527938,0.0,0.0
2007-04-10,524.5,536.5,524.5,535.0,398.0457153320313,667532,0.0,0.0
2007-04-11,539.0,550.5,530.0,544.5,405.1138305664063,1090813,0.0,0.0
2007-04-12,548.5,548.5,531.0,535.5,398.4178161621094,607698,0.0,0.0
2007-04-13,538.0,546.52001953125,520.0,530.0,394.32562255859375,909322,0.0,0.0
2007-04-16,530.0,534.0,525.5,529.5,393.9537353515625,604383,0.0,0.0
2007-04-17,534.0,534.0,524.0,530.0,394.32562255859375,399215,0.0,0.0
2007-04-18,530.0,534.0,512.5,517.0,384.6535949707031,753406,0.0,0.0
2007-04-19,520.0,520.0,503.0,512.0,380.9335021972656,881131,0.0,0.0
2007-04-20,505.0,516.614013671875,500.5,501.0,372.7493896484375,852016,0.0,0.0
2007-04-23,507.0,510.0,501.5,506.0,376.469482421875,557414,0.0,0.0
2007-04-24,514.0,514.0,499.0,503.0,374.23736572265625,1344511,0.0,0.0
2007-04-25,504.0,504.0,492.0,494.5,367.9133605957031,2290536,0.0,0.0
2007-04-26,499.0,500.5,490.0,498.0,370.5173034667969,811951,0.0,0.0
2007-04-27,503.0,507.5,498.5,505.0,375.725341796875,2122523,0.0,0.0
2007-04-30,510.0,510.0,500.5,507.0,377.2134094238281,306856,0.0,0.0
2007-05-02,510.0,519.5,505.0,513.5,382.0494995117188,2330502,0.0,0.0
2007-05-03,504.0,514.3699951171875,503.0,504.5,375.3533935546875,1286037,0.0,0.0
2007-05-04,510.0,510.0,489.5,506.0,376.469482421875,735118,0.0,0.0
2007-05-07,510.0,523.5,501.0,512.5,381.3055114746094,988392,0.0,0.0
2007-05-08,515.0,520.0,502.5,505.0,375.725341796875,468216,0.0,0.0
2007-05-09,502.5,513.5,500.0,505.0,375.725341796875,818611,0.0,0.0
2007-05-10,502.0,505.5,486.2099914550781,489.5,364.1932678222656,876700,0.0,0.0
2007-05-11,486.0,500.5,486.0,497.0,369.7733459472656,937602,0.0,0.0
2007-05-14,490.0,500.5,490.0,498.0,370.5173034667969,688003,0.0,0.0
