Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2007-01-02,258.9960327148437,268.20477294921875,253.2405548095703,264.7514953613281,189.8224639892578,1031073,0.0,0.0
2007-01-03,264.7514953613281,267.0536804199219,255.5427398681641,255.5427398681641,183.21994018554688,1069554,0.0,0.0
2007-01-04,250.93836975097656,253.2405548095703,235.97415161132807,235.97415161132807,169.1895751953125,1324119,0.0,0.0
2007-01-05,232.5208740234375,248.6361846923828,223.3121337890625,247.485092163086,177.4427032470703,1691388,0.0,0.0
2007-01-08,249.7872772216797,263.60040283203125,249.7872772216797,258.9960327148437,185.69583129882807,945050,0.0,0.0
2007-01-09,261.2982177734375,263.60040283203125,249.7872772216797,253.2405548095703,181.5692901611328,984653,0.0,0.0
2007-01-10,250.93836975097656,257.8449401855469,246.33399963378903,253.2405548095703,181.5692901611328,803577,0.0,0.0
2007-01-11,249.7872772216797,256.69384765625,242.88072204589844,247.485092163086,177.4427032470703,1857323,0.0,0.0
2007-01-12,246.33399963378903,248.6361846923828,234.82305908203125,238.27633666992188,170.84014892578125,740671,0.0,0.0
2007-01-15,241.7296295166016,246.33399963378903,232.5208740234375,239.42742919921875,171.6654815673828,1024092,0.0,0.0
2007-01-16,241.7296295166016,245.1829071044922,227.91650390625,230.2186889648437,165.06292724609375,1657674,0.0,0.0
2007-01-17,225.61431884765625,238.27633666992188,221.0099334716797,237.125244140625,170.01483154296875,1792833,0.0,0.0
2007-01-18,240.5785369873047,242.88072204589844,230.2186889648437,235.97415161132807,169.1895751953125,636085,0.0,0.0
2007-01-19,241.7296295166016,248.6361846923828,238.27633666992188,248.6361846923828,178.26805114746094,1155493,0.0,0.0
2007-01-22,252.08946228027344,255.5427398681641,250.93836975097656,255.5427398681641,183.21994018554688,985176,0.0,0.0
2007-01-23,256.69384765625,258.9960327148437,253.2405548095703,257.8449401855469,184.87060546875,936068,0.0,0.0
2007-01-24,257.8449401855469,260.1471252441406,247.485092163086,248.6361846923828,178.26805114746094,1154988,0.0,0.0
2007-01-25,248.6361846923828,253.2405548095703,242.88072204589844,252.08946228027344,180.7439880371093,1099446,0.0,0.0
2007-01-26,249.7872772216797,252.08946228027344,247.485092163086,247.485092163086,177.4427032470703,567273,0.0,0.0
2007-01-29,248.6361846923828,252.08946228027344,245.1829071044922,245.1829071044922,175.79208374023438,717988,0.0,0.0
2007-01-30,244.0318145751953,244.0318145751953,233.6719665527344,239.42742919921875,171.6654815673828,1232495,0.0,0.0
2007-01-31,240.5785369873047,244.0318145751953,239.42742919921875,241.7296295166016,173.31614685058594,729895,0.0,0.0
2007-02-01,244.0318145751953,249.7872772216797,242.88072204589844,249.7872772216797,179.0933380126953,919775,0.0,0.0
2007-02-02,250.93836975097656,255.5427398681641,248.6361846923828,250.93836975097656,179.91860961914062,774403,0.0,0.0
2007-02-05,254.3916473388672,256.69384765625,249.7872772216797,252.08946228027344,180.7439880371093,477343,0.0,0.0
2007-02-06,253.2405548095703,255.5427398681641,245.1829071044922,246.33399963378903,176.61740112304688,502717,0.0,0.0
2007-02-07,246.33399963378903,249.7872772216797,244.0318145751953,246.33399963378903,176.61740112304688,431988,0.0,0.0
2007-02-08,248.6361846923828,250.93836975097656,245.1829071044922,245.1829071044922,175.79208374023438,377487,0.0,0.0
2007-02-09,248.6361846923828,248.6361846923828,242.88072204589844,245.1829071044922,175.79208374023438,1224367,0.0,0.0
2007-02-12,244.0318145751953,244.0318145751953,241.7296295166016,241.7296295166016,173.31614685058594,429909,0.0,0.0
2007-02-13,240.5785369873047,253.2405548095703,240.5785369873047,253.2405548095703,181.5692901611328,834369,0.0,0.0
2007-02-14,255.5427398681641,256.69384765625,247.485092163086,249.7872772216797,179.0933380126953,956427,0.0,0.0
2007-02-15,248.6361846923828,249.7872772216797,241.7296295166016,242.88072204589844,174.14144897460938,448065,0.0,0.0
2007-02-16,242.88072204589844,244.0318145751953,238.27633666992188,240.5785369873047,172.49082946777344,853751,0.0,0.0
2007-02-19,238.27633666992188,238.27633666992188,229.7582550048828,237.125244140625,170.01483154296875,481693,0.0,0.0
2007-02-20,237.125244140625,240.5785369873047,233.6719665527344,234.82305908203125,168.3642578125,725704,0.0,0.0
2007-02-21,235.97415161132807,246.33399963378903,234.82305908203125,246.33399963378903,176.61740112304688,1972222,0.0,0.0
2007-02-22,250.93836975097656,254.3916473388672,249.7872772216797,253.2405548095703,184.3255615234375,1672354,3.683499,0.0
2007-02-23,253.2405548095703,254.3916473388672,247.485092163086,250.93836975097656,182.6498413085937,1098071,0.0,0.0
2007-02-26,253.2405548095703,258.9960327148437,252.08946228027344,258.9960327148437,188.5147247314453,1851746,0.0,0.0
2007-02-27,256.69384765625,256.69384765625,238.27633666992188,241.7296295166016,175.9471435546875,1856023,0.0,0.0
2007-02-28,229.06759643554688,239.42742919921875,225.61431884765625,230.2186889648437,167.5686492919922,1365430,0.0,0.0
2007-03-01,234.82305908203125,242.88072204589844,226.0747528076172,231.36978149414065,168.406494140625,2235522,0.0,0.0
2007-03-02,235.97415161132807,239.42742919921875,230.2186889648437,239.42742919921875,174.2714080810547,1030524,0.0,0.0
2007-03-05,224.4632263183593,231.36978149414065,224.4632263183593,231.36978149414065,168.406494140625,1370805,0.0,0.0
2007-03-06,237.125244140625,237.125244140625,231.36978149414065,235.97415161132807,171.7578887939453,991603,0.0,0.0
