Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2007-01-02,11.195054054260254,11.675824165344238,11.195054054260254,11.529303550720217,7.568796157836914,10748743,0.0,0.0
2007-01-03,11.588827133178713,11.991758346557615,11.35073184967041,11.982600212097168,7.866379261016846,9380555,0.0,0.0
2007-01-04,11.996335983276367,12.115384101867676,11.423992156982422,11.657508850097656,7.652960300445557,18495776,0.0,0.0
2007-01-05,11.72161102294922,12.637361526489258,11.72161102294922,12.582416534423828,8.260148048400879,8452361,0.0,0.0
2007-01-08,12.582416534423828,12.61446762084961,12.133699417114258,12.60988998413086,8.27818489074707,12354289,0.0,0.0
2007-01-09,12.586996078491213,12.591574668884276,12.188644409179688,12.353479385375977,8.10985279083252,10376125,0.0,0.0
2007-01-10,12.271061897277832,12.568680763244627,12.138278007507324,12.211538314819336,8.016672134399414,3591066,0.0,0.0
2007-01-11,12.119962692260742,13.05402946472168,12.119962692260742,12.87545680999756,8.452523231506348,12011552,0.0,0.0
2007-01-12,13.049449920654297,13.507326126098633,13.049449920654297,13.493589401245115,8.858317375183105,4645776,0.0,0.0
2007-01-15,13.507326126098633,14.69780158996582,13.507326126098633,13.717947959899902,9.005606651306152,10927071,0.0,0.0
2007-01-16,13.64468765258789,14.652013778686523,13.64468765258789,14.166666030883787,9.30018138885498,10263786,0.0,0.0
2007-01-17,14.180401802062988,15.2380952835083,14.180401802062988,14.780219078063965,9.70296859741211,9579624,0.0,0.0
2007-01-18,15.009157180786133,15.782966613769531,15.009157180786133,15.549449920654297,10.20795726776123,4628653,0.0,0.0
2007-01-19,15.56776523590088,15.659339904785156,14.597068786621094,15.288460731506348,10.036620140075684,14061048,0.0,0.0
2007-01-22,15.31593418121338,15.700549125671388,15.10988998413086,15.677655220031738,10.292120933532717,6916040,0.0,0.0
2007-01-23,14.203295707702637,17.138277053833008,14.203295707702637,16.039377212524414,10.529584884643556,18692596,0.0,0.0
2007-01-24,16.208791732788086,17.445053100585938,16.208791732788086,17.39468765258789,11.419325828552246,10681181,0.0,0.0
2007-01-25,17.353479385375977,18.68131828308105,17.17032814025879,17.756410598754883,11.65678882598877,10827431,0.0,0.0
2007-01-26,17.747251510620117,17.747251510620117,15.979852676391602,16.245420455932617,10.664850234985352,12422819,0.0,0.0
2007-01-29,15.970694541931152,16.593406677246094,15.430401802062988,15.787545204162598,10.364262580871582,14373465,0.0,0.0
2007-01-30,15.787545204162598,15.879119873046877,14.445969581604004,14.688644409179688,9.642850875854492,10350203,0.0,0.0
2007-01-31,14.2399263381958,15.201464653015137,14.102563858032228,14.95879077911377,9.820199012756348,6448814,0.0,0.0
2007-02-01,14.880951881408691,14.880951881408691,13.649267196655272,13.997252464294434,9.188963890075684,19108128,0.0,0.0
2007-02-02,14.038460731506348,15.206043243408203,14.038460731506348,14.890109062194824,9.775111198425291,11285544,0.0,0.0
2007-02-05,14.926738739013672,15.421244621276855,14.610804557800291,15.370879173278809,10.090728759765623,6852957,0.0,0.0
2007-02-06,15.370879173278809,15.549449920654297,14.331501007080078,14.739009857177734,9.675914764404297,13567805,0.0,0.0
2007-02-07,14.652013778686523,15.247252464294434,14.19871711730957,15.009157180786133,9.853262901306152,4492581,0.0,0.0
2007-02-08,15.10988998413086,15.56776523590088,15.10988998413086,15.412087440490724,10.11778163909912,4533258,0.0,0.0
2007-02-09,15.558608055114746,16.520145416259766,15.425824165344238,16.433149337768555,10.788090705871582,8848626,0.0,0.0
2007-02-12,16.52930450439453,16.712453842163086,16.016483306884766,16.16300392150879,10.61074447631836,9972242,0.0,0.0
