ID,Price
003_#1,229.17544494262484
003_#2,227.31134649173168
003_#3,225.1730868966156
003_#4,223.1132659060894
003_#5,221.26150056912547
003_#6,219.6183160376717
003_#7,218.14228896262148
003_#8,216.7921551318217
003_#9,215.53852194988235
003_#10,214.36246803298167
003_#11,213.25170800827675
003_#12,212.19718698308907
003_#13,211.1916164849289
003_#14,210.2289970506332
003_#15,209.3042681250672
003_#16,208.4133558022104
003_#17,207.5531409977658
003_#18,206.72110934786144
003_#19,205.91541486383176
003_#20,205.13454574461448
003_#21,204.37737211783667
003_#22,203.64293916177485
003_#23,202.93041936426857
003_#24,202.2352932358264
003_#25,201.5565263862477
003_#26,200.8938164553201
003_#27,200.2468610828312
003_#28,199.6151032894421
003_#29,198.99811340537727
003_#30,198.39527079651657
003_#31,197.80555698635465
003_#32,197.22803306686345
003_#33,196.66059843025107
003_#34,196.10104107285804
003_#35,195.547928762099
003_#36,195.00103870623843
003_#37,194.46083240244275
003_#38,193.9282328450447
003_#39,193.404035718814
003_#40,192.8889253126523
003_#41,192.38333129633543
003_#42,191.8874605479034
003_#43,191.40110618931607
003_#44,190.92371124123488
003_#45,190.4548619475794
003_#46,189.9950516329069
003_#47,189.54455083003904
003_#48,189.10335953897584
003_#49,188.67028423256284
003_#50,188.24481567254747
003_#51,187.82660375763112
003_#52,187.41533021390592
003_#53,187.01054945790088
003_#54,186.61191138831737
003_#55,186.219034076466
003_#56,185.83038980758897
003_#57,185.4440371108485
003_#58,185.0598009355953
003_#59,184.67747440378912
003_#60,184.2968347236946
003_#61,183.91762727618536
003_#62,183.5397565790892
003_#63,183.16317489131973
003_#64,182.78791404026788
003_#65,182.4140535944105
003_#66,182.0418163454833
003_#67,181.671520567394
003_#68,181.3036914120904
003_#69,180.9386153260898
003_#70,180.57641961895524
003_#71,180.21490820072256
003_#72,179.85414472617333
003_#73,179.4942246774799
003_#74,179.13497300399297
003_#75,178.77615100028163
003_#76,178.4175358746104
003_#77,178.05890483524377
003_#78,177.7001305726186
003_#79,177.34116534564873
003_#80,176.98196141324797
003_#81,176.62261425758868
003_#82,176.2632193608432
003_#83,175.9034743627991
003_#84,175.54255175129595
003_#85,175.1799263743858
003_#86,174.81526404446538
003_#87,174.44827831501766
003_#88,174.07869865322095
003_#89,173.7062545262536
003_#90,173.33075496977085
003_#91,172.95194536464646
003_#92,172.56974614240346
003_#93,172.18398225239252
003_#94,171.7945741261367
003_#95,171.40141036776822
003_#96,171.00439549511475
003_#97,170.60360907665324
003_#98,170.19957626433165
003_#99,169.7930927429196
003_#100,169.38452452741114
213_#1,4.169255337613295
213_#2,4.144402491429117
213_#3,4.106057163533363
213_#4,4.0600014558214
213_#5,4.012339200081449
213_#6,3.966675410233737
213_#7,3.9245512796382727
213_#8,3.885121820771113
213_#9,3.849776923580867
213_#10,3.8191209611386254
213_#11,3.7933468452939247
213_#12,3.7718516739810606
213_#13,3.7542626524058345
213_#14,3.74044612922151
213_#15,3.729978875163421
213_#16,3.722250633138923
213_#17,3.7168713765764063
213_#18,3.7134056878808432
213_#19,3.711430968218449
213_#20,3.710569169204351
213_#21,3.710509488414299
213_#22,3.710989876745493
213_#23,3.711801451432752
213_#24,3.712771054127472
213_#25,3.7137692363554566
213_#26,3.714704585638985
213_#27,3.71551847190614
213_#28,3.7161781127511175
213_#29,3.716671109699929
213_#30,3.717000614906977
213_#31,3.71717986742076
213_#32,3.717229881603973
213_#33,3.717175244260968
213_#34,3.717041592914231
213_#35,3.71685603609164
213_#36,3.7166414794485294
213_#37,3.716417046054953
213_#38,3.716198706826558
213_#39,3.7159978095192
213_#40,3.715822759877955
213_#41,3.715678391206244
213_#42,3.715566384653083
213_#43,3.715485899643964
213_#44,3.715434834742616
213_#45,3.715409617507383
213_#46,3.715405624778471
213_#47,3.7154184435397135
213_#48,3.7154434506313208
213_#49,3.715476443180751
213_#50,3.715513428459093
213_#51,3.715551674599197
213_#52,3.715588659877539
213_#53,3.71562228285785
213_#54,3.715651282678369
213_#55,3.715675028908213
213_#56,3.715693521547384
213_#57,3.715706760595882
213_#58,3.7157149561973326
213_#59,3.715719159069872
213_#60,3.7157199996443793
213_#61,3.71571789820811
213_#62,3.715713905479198
213_#63,3.7157088620321512
213_#64,3.715702978010597
213_#65,3.715696883845416
213_#66,3.715691209967488
213_#67,3.7156859563768143
213_#68,3.715681543360649
213_#69,3.715677760775364
213_#70,3.715675028908213
213_#71,3.715672927471944
213_#72,3.715671666610182
213_#73,3.715671036179301
213_#74,3.715671036179301
213_#75,3.715671456466555
213_#76,3.715672086897436
213_#77,3.715672927471944
213_#78,3.715673768046452
213_#79,3.7156748187645854
213_#80,3.715675659339094
213_#81,3.715676499913602
213_#82,3.715677130344482
213_#83,3.715677760775364
213_#84,3.7156781810626174
213_#85,3.715678391206244
213_#86,3.7156786013498713
213_#87,3.715678811493498
213_#88,3.715678811493498
213_#89,3.7156786013498713
213_#90,3.7156786013498713
213_#91,3.7156786013498713
213_#92,3.715678391206244
213_#93,3.7156781810626174
213_#94,3.7156781810626174
213_#95,3.7156779709189904
213_#96,3.7156779709189904
213_#97,3.715677760775364
213_#98,3.715677760775364
213_#99,3.715677760775364
213_#100,3.715677760775364
228_#1,1.6906504474644062
228_#2,1.7111065811195796
228_#3,1.7230939403778005
228_#4,1.729093331995322
228_#5,1.7324223475569904
228_#6,1.7352573834892977
228_#7,1.7387877359056385
228_#8,1.74346684220184
228_#9,1.749235435129726
228_#10,1.7557605873647613
228_#11,1.7626969168708366
228_#12,1.769953976673562
228_#13,1.7774024095617018
228_#14,1.7848788440772403
228_#15,1.7920781827339165
228_#16,1.7986686148365076
228_#17,1.8044358334513928
228_#18,1.809284581508677
228_#19,1.8131690772065088
228_#20,1.816076951727879
228_#21,1.818067987688337
228_#22,1.8192531608627287
228_#23,1.819804947532702
228_#24,1.819941433992632
228_#25,1.8198186047681515
228_#26,1.819544687008104
228_#27,1.8192010228632465
228_#28,1.818849971786008
228_#29,1.818534824635925
228_#30,1.818280748519832
228_#31,1.8180959034211728
228_#32,1.817978915026948
228_#33,1.8179212797754607
228_#34,1.8179108006388272
228_#35,1.81793459343266
228_#36,1.8179806329182
228_#37,1.8180385258533744
228_#38,1.81810011225474
228_#39,1.8181592077137905
228_#40,1.8182116892915228
228_#41,1.818255151940185
228_#42,1.818288736714152
228_#43,1.8183126154025469
228_#44,1.818327561056435
228_#45,1.818334947988816
228_#46,1.8183362364072544
228_#47,1.8183328865193145
228_#48,1.818326530321684
228_#49,1.8183182844436767
228_#50,1.818309179620044
228_#51,1.818300074796411
228_#52,1.8182914853401533
228_#53,1.818283754829522
228_#54,1.818277140948204
228_#55,1.8182716436961992
228_#56,1.8182673489680703
228_#57,1.8182640849746927
228_#58,1.8182617658215032
228_#59,1.818260219719377
228_#60,1.8182592748791888
228_#61,1.818258845406376
228_#62,1.818258845406376
228_#63,1.8182590171955009
228_#64,1.8182593607737512
228_#65,1.818259790246564
228_#66,1.818260219719377
228_#67,1.818260649192189
228_#68,1.8182610786650024
228_#69,1.818261422243253
228_#70,1.8182617658215032
228_#71,1.818262023505191
228_#72,1.818262281188879
228_#73,1.8182623670834408
228_#74,1.8182625388725664
228_#75,1.818262624767129
228_#76,1.8182627106616915
228_#77,1.8182627106616915
228_#78,1.818262796556254
228_#79,1.818262796556254
228_#80,1.818262796556254
228_#81,1.818262796556254
228_#82,1.818262796556254
228_#83,1.818262796556254
228_#84,1.818262796556254
228_#85,1.818262796556254
228_#86,1.818262796556254
228_#87,1.818262796556254
228_#88,1.818262796556254
228_#89,1.818262796556254
228_#90,1.818262796556254
228_#91,1.818262796556254
228_#92,1.818262796556254
228_#93,1.8182627106616915
228_#94,1.818262796556254
228_#95,1.8182627106616915
228_#96,1.8182627106616915
228_#97,1.8182627106616915
228_#98,1.8182627106616915
